-2.302585 	 0.000000 	 1.900614 	 0.003000
-2.207275 	 0.000000 	 1.593309 	 0.004000
-2.120264 	 0.000000 	 1.316408 	 0.005000
-2.040221 	 0.000000 	 1.064711 	 0.007000
-1.966113 	 0.000000 	 0.832909 	 0.009000
-1.897120 	 0.000000 	 0.609766 	 0.010000
-1.832581 	 0.000000 	 0.488580 	 0.010000
-1.771957 	 0.000000 	 0.262364 	 0.020000
-1.714798 	 0.000000 	 0.104360 	 0.020000
-1.660731 	 0.000000 	 -0.072571 	 0.020000
-1.609438 	 0.000000 	 -0.248461 	 0.030000
-1.386294 	 0.000000 	 -0.891598 	 0.050000
