0.100000 	 0.000000 	 6.690000 	 0.010000
0.110000 	 0.000000 	 4.920000 	 0.010000
0.120000 	 0.000000 	 3.730000 	 0.010000
0.130000 	 0.000000 	 2.900000 	 0.010000
0.140000 	 0.000000 	 2.300000 	 0.010000
0.150000 	 0.000000 	 1.840000 	 0.010000
0.160000 	 0.000000 	 1.630000 	 0.010000
0.170000 	 0.000000 	 1.300000 	 0.010000
0.180000 	 0.000000 	 1.110000 	 0.010000
0.190000 	 0.000000 	 0.930000 	 0.010000
0.200000 	 0.000000 	 0.780000 	 0.010000
0.250000 	 0.000000 	 0.410000 	 0.010000
