0,1
0.9,50.0
2.3,100.0
5.4,150.0
11.5,200.0
16.0,250.0
20.9,300.0
24.5,350.0
28.3,400.0
31.2,450.0
34.0,500.0
36.9,550.0
38.0,600.0
