0,1
0.1,6.69
0.11,4.92
0.12,3.73
0.13,2.9
0.14,2.3
0.15,1.84
0.16,1.63
0.17,1.3
0.18,1.11
0.19,0.93
0.2,0.78
0.25,0.41
