0,1
0.2,17.0
0.5,100.0
0.9,150.0
1.8,200.0
2.8,250.0
4.5,300.0
6.1,350.0
7.8,400.0
9.4,450.0
11.2,500.0
12.9,550.0
13.9,600.0
15.5,650.0
16.3,700.0
